id,Insult,Date,Comment,Usage
1162,1,20120531021839Z,"""Papi, why are you such a hateful person?""",PrivateTest
1163,1,20120529020810Z,"""like your mom\n""",PrivateTest
1164,1,20120527073155Z,"""\xa0You are a very nasty person.""",PrivateTest
1165,0,20120531032325Z,"""They crushed the ONLY good car in that whole movie... Wow. And this was SO much more important than finding where shipments of drugs, illegal weapons, or illegal immigrants were going. How about taking the resources you fucking wasted to ruin this guy's life and put them towards enriching the lives of others? Put that money into a fucking school or something. Shit, I don't know...""",PrivateTest
1166,0,20120602193142Z,"""bro your caps lock is stuck""",PrivateTest
1167,0,20120527161236Z,"""I just fucking vomitted\n""",PrivateTest
1168,0,20120529130415Z,"""Thank you HEAVENLY FATHER, for JESUS, YOUR MERCY & GRACE daily. = ] you are definitely my power source ...my everything =]""",PrivateTest
1169,0,20120527175843Z,"""you already are """,PrivateTest
1170,1,20120826024549Z,"""Your mother should have had an abortion and thus none of us would be subjected to your stupidity tonight.""",PrivateTest
1171,0,20120530223609Z,"""I mean, have we learnt nothing from the Catholics??? When you stomp on natural human urges, you fuck with people's brains. You give them a distorted view of their bodies and those of others. All sanctified by the church. Terrible. """,PrivateTest
1172,1,20120531011914Z,"""Well, straight, what is your narrative?  A little chaff is all the argument you have?""",PrivateTest
1173,0,20120527211824Z,"""wow, someone doesn't like you""",PrivateTest
1174,1,20120602030616Z,"""Then why are you so foolish to even bother coming here?""",PrivateTest
1175,0,20120528233031Z,"""PUSSY T AINT FUCKING WITH WAYNE LYRICALLY CHECK HIS MIXTAPES AND ALBUMS WAYNE IS WAY MORE SUCCESSFUL THAN PUSSY T AND RICHER""",PrivateTest
1176,1,20120602030251Z,"""Sounds like you're the racist...you hate whites.""",PrivateTest
1177,1,20120527213829Z,"""hey twinny how are you?""",PrivateTest
1178,1,20120601010011Z,"""You need to leave your hole sometimes.""",PrivateTest
1179,0,20120602024005Z,"""\xa0@renoirmajer\xa0No. It's always about money. You're just older now and you lament because you can't ignore it. Life is much better when you can enjoy games as entertaining as this one to its fullest.""",PrivateTest
1180,1,20120601151215Z,"""Fat people are a safety concern on a flight.\xa0 What if people need to get off the plane quickly and your fat butt is in the way.\xa0 I would have no problem trampleing you.""",PrivateTest
1181,1,20120528191957Z,"""I work at a major phone retailer. I have to deal with proclaim like those commenting all the time that they broke their precious IPhone. So you drop your phone twice... Then a third time... How does 650 sound for a new phone. Why would you pay the 50 twice when you can get a decent case once and not have to pay 50 for a new one. Or 200 w/o applecare. Buy a case you cheap pathetic bastards. \n\nThank you author for not being a dumbass and those who don't have a case stop whining like an apple gambit b**** when some speaks logic.""",PrivateTest
1182,0,20120528232931Z,"""Bennett's made me laugh so fucking hard, hahaha!""",PrivateTest
1183,0,20120603071025Z,"""Looks like your stair case!!""",PrivateTest
1184,0,20120603044615Z,"""You're the proof.""",PrivateTest
1185,0,20120603121304Z,"""Foreigners are perfectly welcome in China, unless your name is George Bush or Dick Cheney we won't arrest you haha!""",PrivateTest
1186,1,20120603131340Z,"""Man, you are some incredible racist. ""Black boy""?""",PrivateTest
1187,0,20120602134838Z,"""I tried the brown sugar scrub. Doesn't smell very well. When not using....the oil goes to the top &you will have to restir. Does leave your skin feeling silky.""",PrivateTest
1188,0,20120528180945Z,"""always nice blond uk girls and some tanned guy from the south europe man they south euros have all the fun and dont even talk about porn its all tanned guys with uk girls man its fucking not right""",PrivateTest
1189,1,20120602161953Z,"""fuck off mate that would make a great kids story, it's not like the kid understands wages or anything. Also their biggest cunt didn't play in the match, isn't that a good moral.""",PrivateTest
1190,1,20120531222019Z,"""You don't know what you are talking about he does""",PrivateTest
1191,0,20120527211557Z,"""Mexico win 2-0...?????..What are you smoking dude.""",PrivateTest
1192,1,20120823193309Z,"""Wazzat?\n.\n\n.\nHail To The Chief wrote, in response to oh_really_now:    \n        Aw, the syph\xedl\xeds-riddled c\xfant is all riled up. Boo f\xfack\xedng hoo. Take your pathetically lame comments and shove them deep up that dry, elderly sn\xe1tch and choke on it, grandma.It's p\xedg-f\xfacked moron liberals like you that voted that disaster into the WH and cost us TRILLIONS and threw the country into the toilet.  Now do us all a huge favor and go fuckoffanddie in agony. It'll be the first time in your miserable existence that you actually did something worthwhile. In the meantime, s\xfa\u0107k my glistening conservatism, b\xedt\u0107h.""",PrivateTest
1193,0,20120603210015Z,"""You are a hoot, Beckie!""",PrivateTest
1194,0,20120601111006Z,"""\xa0Next life? \n\nAre you Hindu ?""",PrivateTest
1195,1,20120602113515Z,"""Well... you are so retarded.""",PrivateTest
1196,1,20120824173900Z,"""Are you ready for the idiots' bashing of you?\xa0 \n\nHow dare you accuse the King and HIS knights of trying to deceive HIS kingdom!!!""",PrivateTest
1197,1,20120825183700Z,"""Even if you post one line, it is a  lie or distortion.""",PrivateTest
1198,1,20120528171528Z,"""What's disgusting is people like you judging the life journey of others.  Go crawl back under your rock and let those who are positive make the comments.""",PrivateTest
1199,0,20120529075726Z,"""You get a derp for effort.""",PrivateTest
1200,0,20120528004507Z,"""Goodnight to you and the rest of your cop friends AND your inside ""jokes."" """,PrivateTest
1201,1,20120528093640Z,"""Go fuck a wall and cry, but make sure no other dinging Jew stands behind you or you might lose your honor.""",PrivateTest
1202,0,20120528043824Z,"""Westbrook is going to learn like AI did.  When you are a crappy PG, your team suffers while your stats soar.\n\nBTW AI>Westbrook\n\n;)""",PrivateTest
1203,1,20120531011438Z,"""\xa0Strict gun laws stop CRIMINALS from owning guns to commit crimes?\xa0 YOU ARE A MORON""",PrivateTest
1204,1,20120602054315Z,"""Jwaan full of shit as usual.""",PrivateTest
1205,0,20120601131408Z,"""You mean Bitterman has a white trash inflatable?  """,PrivateTest
1206,1,20120602201225Z,"""be quit mookie you don't know what your talkin bout artard""",PrivateTest
1207,1,20120601143611Z,"""No douchenozzle, it's murder. \xa0Any way you look at it, when you STOP a beating heart, it's murder.""",PrivateTest
1208,0,20120531011853Z,"""you sounded nervous as fuck but i would be too! GOOD FUCKING JOB DUDE PROUD OF YOU. """,PrivateTest
1209,1,20120531173116Z,"""Shut your pie hole B****!""",PrivateTest
1210,1,20120826202442Z,"""Forget about all of the critics on this comment board Mr. Gill. It's about time someone starts exposing idiots like this guy Delesdernier. This guy is arrogant and sits around passing judgement on teachers when the whole time he can't put together an intelligent sentence in writing. And he is supposed to be an attorney, and is a member of JPSB, and past President of the school board ? It tells me that he must suck as an attorney if he keeps seeking political jobs where he obviously does not need any skills to perform. How did this guy get on the school board anyway ? What an embarrassment to JP and the State of Louisiana. God forbid if this moron would actually become a judge....... Good job Mr. Gill !""",PrivateTest
1211,0,20120602002909Z,"""What is your point? Or do you have one?""",PrivateTest
1212,1,20120527063259Z,"""\xa0hmmmm....Gofuckyourself.....""",PrivateTest
1213,0,20120602024125Z,"""Your paintings are beautiful Charlotte!!\n""",PrivateTest
1214,1,20120825212048Z,"""Get off your knees your embarrassing yourselves.""",PrivateTest
1215,0,20120527161036Z,"""\xa0you are proving yet again that Liberals are masters of doublethink.\xa0 """,PrivateTest
1216,0,20120602113357Z,"""Are you his employer?.......see how this works?""",PrivateTest
1217,0,20120823154922Z,"""I'm guessing English is not your first language. He was being sarcastic.""",PrivateTest
1218,1,20120602095037Z,"""Check your own username,\xa0 doofus, and your spelling.""",PrivateTest
1219,1,20120603205953Z,"""You \xa0are crazyy""",PrivateTest
1220,0,20120527070219Z,"""\xa0Spent more than all others combined. Are you insane?""",PrivateTest
1221,1,20120826010534Z,"""What a loser you are.""",PrivateTest
1222,0,20120531045621Z,"""anna you are so talented!\n""",PrivateTest
1223,1,20120602193112Z,"""Fuck you Mikal. Don't laugh at something I say you stupid little punk ass bitch. No one likes you. Pussy.""",PrivateTest
1224,0,20120602004049Z,"""who the fuck gives a shit peanut what Forbes says? that's like if fucking People magazine wrote up an opinion paper about Diablo3. It wouldn't be worthy of wiping my ass with.""",PrivateTest
1225,0,20120531032231Z,"""ssshhhhhh you are being logical""",PrivateTest
1226,1,20120531185626Z,"""You must be related\xa0 to the nigger above, live in the same trailer park do ya ? """,PrivateTest
1227,1,20120528225340Z,"""fucking spoiled rich fuckers have NO clue what it is to make a dollar. Go and work for a living and see if you burn a 100k bag. Hell you wouldnt even be burning a 50 dollar bag. That is NOT art losers. """,PrivateTest
1228,0,20120826160855Z,"""como siempre de estupidos e ignorantes siempre se equivocan,a poco no saben distinguir?? ba!!""",PrivateTest
1229,0,20120529022707Z,"""\xa0Did you really think little Georgie's mess could be cleaned up in 3 years?""",PrivateTest
1230,1,20120825022623Z,"""Insulting a little baby? Really? How pathetic. What an a**hole thing to do.""",PrivateTest
1231,0,20120529163606Z,"""\xa0fuck the insiders i watch the games we suck""",PrivateTest
1232,1,20120824190052Z,"""Oooh, what a compliment.  I just wish it was from a higher life form.""",PrivateTest
1233,1,20120531153356Z,"""You guys are trouble-making trolls.\n\nWell done!""",PrivateTest
1234,0,20120826225130Z,"""you just have to plan for the idiots thats all :)""",PrivateTest
1235,1,20120601120450Z,"""Shouldn't you be at your lamaze class?""",PrivateTest
1236,0,20120527072801Z,"""\xa0over 68,000 views fuck boy.......get some money about yourself""",PrivateTest
1237,1,20120603132751Z,"""\xa0You are a certified_moron""",PrivateTest
1238,1,20120601154711Z,"""keep sucing down the koolaid liberat stooge.how pathetic you are""",PrivateTest
1239,0,20120529073807Z,"""Fuck Texas. \xa0Too hot to even visit that bitch. \xa0Who the fuck ever says OOOOOO I'm going to \xa0Texas. \xa0I'll wait for it... NO fucking body.""",PrivateTest
1240,1,20120825072617Z,"""This post gave me cancer . . . . . someone go back in the time\xa0and make sure that his mother have an abortion. . . .\xa0""",PrivateTest
1241,0,20120531184535Z,"""0:2, damn you and your winning ways.""",PrivateTest
1242,1,20120602033612Z,"""your name is stupid""",PrivateTest
1243,0,20120602004029Z,"""you are correct sir""",PrivateTest
1244,0,20120601160321Z,"""would you ever come to the UK\n\xa0""",PrivateTest
1245,1,20120601005931Z,"""fucking sick!!! \xa0jessica is beautiful.. natural beauty... would u rather see her with botox, filler and venners...get a life!!! loser""",PrivateTest
1246,1,20120531162511Z,"""EVELYN WE NEW YOU WERE TRASH IN THE BEGINNING BUT AS THE SHOW GREW YOU GOT OUT OF CONTROL AND REALLY SHOWED THE WORLD WHO YOU REALLY ARE TRASH. TRASH IS WHAT YOU ARE AND YOU AND CHAD ARE DESERVING OF EACH OTHER! YOU ALL ARE FROM THE SAME FLOCK!""",PrivateTest
1247,0,20120528134432Z,"""don sounded like wrathful betty in that moment.\n\ndon was A Woman Scorned.\n\nknow you know how that shit feels, don.""",PrivateTest
1248,1,20120527004656Z,"""Hey, fucking asshole... just wondering... do you have any good yarns about beating the shit out of any women lately? We're all dying to hear...\n""",PrivateTest
1249,1,20120602222724Z,"""\xa0Based on your comments... you got some hate there puppy.""",PrivateTest
1250,1,20120601050119Z,"""Wikipedia isn't fact, you idiot.&nbsp;""",PrivateTest
1251,0,20120602222555Z,"""I hate Isla. Dont want that douch in our team. Dirty little idiot. Last time we played against Udinese he played dirty against Vidal like he was trying to prove that he is better than King Arturo. I just have one thing to tell him. In your dreams PEDRO!!!""",PrivateTest
1252,1,20120529160017Z,"""It's a 4 out of 7 series you moron""",PrivateTest
1253,0,20120601163631Z,"""Remember anecdotal comments aren't useful? What are you lecturing me? lol""",PrivateTest
1254,1,20120602024043Z,"""then wtf are you doing on this site. if you don't like fm then you dont deserve to be on this site. now fuck off you wanker.""",PrivateTest
1255,1,20120603044732Z,"""Get lost, lightwieght. \xa0You are WAY out of your league here.""",PrivateTest
1256,1,20120826031109Z,"""Pre-jellybean? What are you, stupid? Have you even seen it? Doubtful.\n\nMy SII Skyrocket, is running ICS, just fine as smooth as any iPhone I've seen. And I know for a fact, I've seen those.""",PrivateTest
1257,1,20120603205838Z,"""okc bandwagon 2010. just kidding since 2012... Get off of Kobe's dick""",PrivateTest
1258,0,20120601070831Z,"""Lucky you! I adore Doodlebug! Your little pages are too adorable!""",PrivateTest
1259,1,20120531185246Z,"""please tell me you tried to spell Rondo in your username.  you seem like a dumb fella.""",PrivateTest
1260,0,20120601054805Z,"""No offense but you are drunk.""",PrivateTest
1261,0,20120531043850Z,"""what are you talking about ?\n\n""",PrivateTest
1262,0,20120531184749Z,"""I like your style""",PrivateTest
1263,0,20120529130615Z,"""Talk about freedom of speech. we are being denied freedom to defend black pride n only white racist remarks are allowed and published here.""",PrivateTest
1264,1,20120527211140Z,"""If only everybody was as intelligent as you are....""",PrivateTest
1265,1,20120602223811Z,"""You don't get out much do you?""",PrivateTest
1266,1,20120526233123Z,"""funny because i clearly saw him put his arm infront of the elevator and another infront of her.. unless you saw another view i suggest you shut the fuck up before you talk shit. obviously either way i wasn't serious no one knows whether this was real or fake, or what the situation was so maybe you could hop off. and obviously your a bitch. you get mad over everyones comments? nasty hoe""",PrivateTest
1267,0,20120603184423Z,"""Of course you would say that""",PrivateTest
1268,0,20120601201051Z,"""Considering Obama's PREFERRED methods of dealing with prisoners, this may be the best way. I mean, we're not going to get any intel out of them anyway, and any that we DO happen to get will be released to the MSM immediately; letting the other bad guys know what WE know,  so what's the point of capturing these a-holes? Might as well off them. When we get somebody SENSIBLE back in the White House THEN we can go back to capturing them.  You know, at the point when the soldier grabbing the goon doesn't have to worry about getting sued by the cretin who's being represented by one of Barry's personal injury squad because he punched the murderous thug in the chops.     """,PrivateTest
1269,0,20120529011231Z,"""Are you serving sangria to the 'kiddos' now?""",PrivateTest
1270,0,20120531144526Z,"""who so ever you are..... BRAVO!!!""",PrivateTest
1271,1,20120529073844Z,"""Your comment is kinda racist lol dumb ass""",PrivateTest
1272,0,20120531044021Z,"""Where are you in the standings!""",PrivateTest
1273,1,20120601033630Z,"""You are a moron Chargerin""",PrivateTest
1274,0,20120527140536Z,"""Would be cute on you barb""",PrivateTest
1275,1,20120528043737Z,"""Like your sister o Georgetown lmao \xa0 she was focused actting like she never tasted dick before""",PrivateTest
1276,0,20120602112858Z,"""For me airsoft guns are good to use for a self defense, yes it cant kill but it can hurt a lot but for goodness sake especially when you are in trouble.\xa0\nYour\xa0safety\xa0\xa0 will also base upon on how \xa0fast your brain can response,""",PrivateTest
1277,0,20120602033300Z,"""Do not tell me you are remodeling bathrooms, again!!! :)\n""",PrivateTest
1278,0,20120603031944Z,"""You guys are inspiring!!!""",PrivateTest
1279,1,20120531055250Z,"""\xa0...........QUIT your HIV DRUGS and DIE....YOU are not a PRODUCTIVE PART of SOCIETY!!""",PrivateTest
1280,1,20120527221348Z,"""Shit we take every bitch if you ain't know. Spanish, white, black,\xa0Asian,\xa0Italian,\xa0German,\xa0European,\xa0Russian,\xa0Austrian, new zealander, canadian,\xa0Persian,\xa0Scandinavian,\xa0etc. we get all the bitches...fuck you talking bout.""",PrivateTest
1281,1,20120601005659Z,"""You are a hypocritical idiot.\xa0""",PrivateTest
1282,0,20120601005625Z,"""*FUCK NO!!!* UR HELLA ANNOYING EVERYTIME U SING PHILLIP. U SEEMED LYK UR TAKIN A *SHIT* PLUS NO TALENT. JESSICA IS MUCH BETTER!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!""",PrivateTest
1283,0,20120528222446Z,"""Then you get pujo""",PrivateTest
1284,1,20120601110808Z,"""You're a moron.""",PrivateTest
1285,1,20120531061822Z,"""grrr grrr roar, lmfao awww im sorry are you mad at the truth, well better get ready to be mad for a long while cause you got my pres for 4 more years lol\n\noh yea you Moronic Dumbass have a nice day and a nice 4.5 \xa0more years under obama lol""",PrivateTest
1286,0,20120531184634Z,"""You must be bored. Probably a Cavs fan...""",PrivateTest
1287,1,20120602021442Z,"""It has been mentioned several times are you accusing me of making it up.\xa0 Shame on you.""",PrivateTest
1288,1,20120528100421Z,"""This is one of many reasons why you are the face of failure. """,PrivateTest
1289,1,20120529073433Z,"""Go back to where you belong then fuckboy. Last time I checked you are still --unfortunately--over here. Stop bitching and grow a pair, bitch.""",PrivateTest
1290,0,20120531044022Z,"""Edlefson is absolute garbage. Get him the fuck off our team.""",PrivateTest
1291,0,20120602124246Z,"""tde is the future\n\nfuck this good music young money bullshit - they're both whack anyways""",PrivateTest
1292,1,20120528171612Z,"""Ok you MOFOs at city hall, how about giving it back to the taxpayers?\xa0 """,PrivateTest
1293,0,20120528221504Z,"""Fuckin stuttering, repeating the same shit, not rhyming at all, this is what hip hop is all about now.\xa0""",PrivateTest
1294,1,20120826185502Z,"""\xa0This article has nothing to do with Obama you fool.""",PrivateTest
1295,0,20120528095121Z,"""Naturally you're proud of your own racism.""",PrivateTest
1296,1,20120825204901Z,"""First, why do you make a comment with the id ""Guest?"" Are you afraid of revealing who you are? Second, I am \xa0sick and tired of the stupidity of ""class warfare."" You've got to be quite stupid if you still don't know that those wealthy are the one's who provide jobs for those of us who work hard for a living. It is an obvious conclusion that if we tax those who produce jobs, they will produce less or reduce jobs. That is not difficult to understand, unless, of course, you are liberal who thrives in envy and division and class warfare.""",PrivateTest
1297,1,20120601054808Z,"""Ha! Ha! Ho! Ho! He! He!......jimmybhoy1...harryboy50...same old troll.....Ha! Ha! Ho! Ho! He! He!.....roy.\n\xa0\nTick Tock\n\xa0""",PrivateTest
1298,0,20120603163623Z,"""Yes it does.  Muscle mass turns to fat when you no longer use it.  Steroids make you able to increase the intensity and frequence of your workouts.  Without steroids, you can't maintain that pace.  And therefore, your muscle mass drops.  No different than muscular response when off steroids.""",PrivateTest
1299,0,20120529010948Z,"""That should have been your name! """,PrivateTest
1300,1,20120531045827Z,"""all yall just shut the fuck up the man is dead get over it""",PrivateTest
1301,0,20120527140753Z,"""\xa0@NewYinzer I have no roommates either. Cause I hate bitches. And as a few male friends told me, the ratio of bitches to women like the LOC is like 85/15""",PrivateTest
1302,0,20120526233140Z,"""You'll need a ring to remember your rings. """,PrivateTest
1303,0,20120823085419Z,"""Mal den Teufel nicht an die Wand!\nEs sei denn, Deutschland schafft seinen euro ab, und die Anderen d\xfcrfen sich allein mit dem ganzen Sch.. herumschlagen.""",PrivateTest
1304,0,20120528070834Z,"""LMMFAO!!!!!!!!!!!!!!!!!!!! IM WEAK AS FUCK!!!!!!!!!!! ""Are we gonna do coke?!"" That bitch was hilarious the whole vid ...""",PrivateTest
1305,0,20120603163721Z,"""You mean fat?""",PrivateTest
1306,0,20120526232914Z,"""wow, take it easy buddy! sorry some people don't want to be a slave to money their whole life. If what your talking about is shitting all over people.... i'm all for it! :)""",PrivateTest
1307,0,20120603202749Z,"""you guys are looking HAWT!! """,PrivateTest
1308,0,20120602093638Z,"""Fucking scrabble.""",PrivateTest
1309,0,20120529103306Z,"""You just know she loves getting railed by big black cocks. Negro brothers are raping her pretty white cunt everyday while all the white boys jerk off to her picturees lol.""",PrivateTest
1310,0,20120527030901Z,"""that really was messed up that she called that little boy fat. def unnecessary to attack him i wonder if she'd rule against herself if his suicide was due to her talking shit about him on national tv.\xa0""",PrivateTest
1311,0,20120529011226Z,"""You're finding some really cool ideas.""",PrivateTest
1312,0,20120825032724Z,"""blaahh..your a hoot. And after a thirty pack you must be a wild and crazy guy...""",PrivateTest
1313,0,20120603183716Z,"""takenprison is FUCKED NOW SINCE CONNOR GAVE SONBY CO-OWNER HE IS ABUSING LIKE FUCK""",PrivateTest
1314,1,20120531032158Z,"""Really?  "" I bet you aren't making six figures like this guy""?  Are you that red head douchebag guy who cohosted his diggnation shows?  Because that was a pretty douchey comment...""",PrivateTest
1315,1,20120603132956Z,"""Your moms hungry for sausage.""",PrivateTest
1316,1,20120531102918Z,"""You're clueless.""",PrivateTest
1317,1,20120526233251Z,"""Then why are you republibaggers so angry when he was pulling the troops out of Iraq?""",PrivateTest
1318,0,20120529024955Z,"""them some ugly motherfuckers. Proof you don't need to be beautiful to make it in Hollywood, you just have to know who to blow.\xa0 """,PrivateTest
1319,1,20120601005822Z,"""You my friend are delusional.""",PrivateTest
1320,1,20120528134713Z,"""Oh here you are again. Die for your own good.\xa0""",PrivateTest
1321,1,20120531075851Z,"""you are wrong beside stupid asshole . i was production supervisor in a printing company indetroit making 64 900 usd . and spent  all my life in printing .now i am 67 years old and still working part time in printig company in detroit  and. never worked in liquor store.""",PrivateTest
1322,0,20120602021328Z,"""If we were all assholes, diane sullivan cohen, this forum would be full of shi t.""",PrivateTest
1323,0,20120826103252Z,"""\xa0They also faked the Titanic sinking, so that they could make stupid films about it and earn billions.""",PrivateTest
1324,0,20120603122147Z,"""Which one are u getting?""",PrivateTest
1325,0,20120527221234Z,"""Damn you!""",PrivateTest
1326,1,20120826062314Z,"""Provee, put your Dil Pickelson back in your pants.  Provee is just a little guy.\nlc""",PrivateTest
1327,0,20120527221003Z,"""You are so correct.\n\nPlease note: message attached""",PrivateTest
1328,1,20120826151959Z,"""you're an idiot if you still believe those lies after it's been exposed as a complete lie...why are you Repigs so freakin' stupid anyway?\n""",PrivateTest
1329,0,20120527031141Z,"""miss you friend :( hope your enjoying Quebec! """,PrivateTest
1330,0,20120603133244Z,"""\xa0Not even close. You are factually incorrect. """,PrivateTest
1331,0,20120603131717Z,"""Let me guess ... you're a soccer fan.""",PrivateTest
1332,1,20120826040648Z,"""Gunt labor - I know you are but what am I? Please take some time to formulate your own opinion instead of just regurgitating mine back at me.  Idiots like you erode your own arguments. Come again please!""",PrivateTest
1333,0,20120531173046Z,"""how do you really feel?""",PrivateTest
1334,1,20120603131356Z,"""\xa0Murdered, yes. Christians, no. You are the bigot spreading lies about Christianity.""",PrivateTest
1335,1,20120527140525Z,"""\xa0STUPID FOOL YOU WHITE PEOPLE STOLE THAT LAND SO WHAT YOU TALK ABOUT IMMIGRATION IDIOT""",PrivateTest
1336,0,20120825191730Z,"""Ha, ha, ha, poznata pedercina sa juzne tribine kaze da ce popusiti Vermezu kurac kao u stara dobra vremena. Sunce ti zareno pa on svoju nastranost i izoblicenost ne skriva, nego javno trazi da mu se stavlja u usta. Fuj, kakva droljetina.""",PrivateTest
1337,0,20120601014621Z,"""Wetback wife?\xa0 Where are you getting this?\n""",PrivateTest
1338,0,20120527213812Z,"""Where are you guys getting all this money from?""",PrivateTest
1339,0,20120529025302Z,"""\xa0Occupy rapists? Where did you read they were rapists?""",PrivateTest
1340,0,20120603032121Z,"""I hope you are not a Spurs fan... """,PrivateTest
1341,0,20120527024908Z,"""no....you are if you think the Thunder don't have a damn good chance to win though""",PrivateTest
1342,0,20120527062917Z,"""\xa0haha i remember dude pulled out his dick they said put it in he said fuck that imma eat her out some more it was like ten mins """,PrivateTest
1343,0,20120824191457Z,"""<div class=""forum-item forum-reply""><div class=""forum-item-description"">Rivers is a player. he was drafted in the 1st round for a reason. The HInes Ward crackback block cost him an important season starting his 2nd year. Great pickup by the Giants.</div></div>""",PrivateTest
1344,0,20120603113434Z,"""Fuck me""",PrivateTest
1345,1,20120603201747Z,"""And stop copying and pasting to your own comment to get it to the top, you are truley a self-important little smug peddler of the Left....""",PrivateTest
1346,0,20120529022803Z,"""Randa you can't pick your groom off pinterest... Haha Scott's there to stay;) """,PrivateTest
1347,0,20120531194839Z,"""you sure you aren't wearing your elvis shades?""",PrivateTest
1348,0,20120528100418Z,"""hahahaha its tru tho .. im 6'2 and shit aint the same when i do it .. plus i gotta work out like 3 times harder than a short dude to get muscles .. but iss better than being a short lil beeeeeeeiiiittccchh lol""",PrivateTest
1349,0,20120529131306Z,"""agreed... \xa0if you're too much of a pussy to ride a real bike, don't put yourself and others at risk by strapping into this piece of shit\n\ncould you image getting broadsided and crunched in this thing? \xa0at least you can lay down or even get off a bike if needed, saved my life before (true story)""",PrivateTest
1350,0,20120528234710Z,"""Hi MarinersBaseball08 how are you and the family?""",PrivateTest
1351,0,20120528180345Z,"""your fox talking points are showing""",PrivateTest
1352,0,20120602024057Z,"""This is just for you Alecia!!!""",PrivateTest
1353,0,20120529030009Z,"""Are you going!?""",PrivateTest
1354,1,20120601181516Z,"""There is very little evidence that this happens often.  Instead, you have many rape victims never getting justice for brutal crimes against them.  I get the sense that there are a lot of potential rapists here on this board, who would certainly rape if they could get away with it.""",PrivateTest
1355,1,20120826045700Z,"""your moms a wh.ore\n\nFACT""",PrivateTest
1356,0,20120529030154Z,"""ahehe all the time, you are boring!""",PrivateTest
1357,1,20120824192952Z,"""I would call you a dumbazz to your stupid face and you would have no choice other than to agree with me. Stupid grunt.""",PrivateTest
1358,0,20120529130921Z,"""You are the man,u have been tested. """,PrivateTest
1359,1,20120826101544Z,"""\xa0Talk about LAUGHABLE . . . their ""NOT"" that . . . STUPID.""",PrivateTest
1360,0,20120825103825Z,"""Rzeczywi\u015bcie, sklepy ze szklanymi witrynami, w kt\xf3rych wystawiony jest sprz\u0119t producenta to innowacja g\xf3wnianego apple i nikt inny nie mo\u017ce otworzy\u0107 sklepu. Jeste\u015b iDiot\u0105, paranoikiem i do tego ignorantem. Zaraz si\u0119 oka\u017ce, \u017ce apple wymy\u015bli\u0142o sra*nie i nikt inny tego robi\u0107 nie b\u0119dzie m\xf3g\u0142...""",PrivateTest
1361,0,20120603072913Z,"""Ok start with your street. Let see how all your neighbors will appreciate you and your ideas.""",PrivateTest
1362,1,20120603045422Z,"""Zimmerman is a great man dont you dare try to disrespect him..You are a black monkey female primate you are worse than black\xa0males .thats the reason rich blackmen always get a white or latina wife .you stink have disgusting nappy hair dirty black skin gorilla lips and ashy elbows u smell like dodo brown .""",PrivateTest
1363,1,20120603163401Z,"""IM NOT THE MORON THAT TRIED COMPARING THE TWO TEAMS> ITS IMPOSSIBLE TO COMPARE> you asked I answered. I think the Celtics in the 80's are better than this Heat team. I can't prove it. nobody can. Grow the f u c  k up""",PrivateTest
1364,1,20120601143300Z,"""@Catfish0117 You're a deplorable human being""",PrivateTest
1365,0,20120602201035Z,"""Then, why are you writing in Spanish?""",PrivateTest
1366,0,20120527161302Z,"""Fuck that shit. Kobe has 5 rings. Chris 0. GTFOH and i'm a Knicks fan. Smh""",PrivateTest
1367,1,20120531093609Z,"""""then I'd expect us all to be bankrupt within about 6 months.""\n\nYou mean we aren't already?\xa0 Perhaps you should go back to writing your tawdry little blog.\xa0 """,PrivateTest
1368,0,20120526233042Z,"""I WILL SLAP ANY NIGGA FROM VIRGINIA, RIGHT THERE IN VIRGINIA, IN ANY SPOT IN VIRGINIA, JUST TO SAY FUCK EVERY NIGGA IN VIRGINIA AND YOU CAN TELL ANY VIRGINIA NIGGA KOTTI KADOTTI SAID THAT!""",PrivateTest
1369,1,20120528070433Z,"""What the fuck does this have to do with black power, you dumb fuck.. Shut the fuck up idiot.. Some asshole always gotta be bringing race into something and ruining everything.. """,PrivateTest
1370,1,20120603171616Z,"""Second coming of Sherlock Holmes, you sure are not!""",PrivateTest
1371,1,20120527233625Z,"""And you come across as the epitome of the Entitlement Whoring, Freedom Leeching, Obama licking, America Hating liberal parasite!""",PrivateTest
1372,1,20120603173419Z,"""\xa0You're a disgusting excuse for a human being.""",PrivateTest
1373,0,20120528070830Z,"""LMFAO this nigga got to the ugly girl booty said ""Not you""""",PrivateTest
1374,0,20120529030111Z,"""those are two men kissing smh thats that shit i dont like!""",PrivateTest
1375,0,20120528100547Z,"""niggas stop to kill each other we need more chocolate/dark/brown skin \nblack sons/kids in america\ufeff and in all the world if want kill somebody \nthen go kill white men and crackers because they real hate us! stay \ndark, black and proud! black love/black power!\n\n\n\n\n\nKILL WHITES KILL ALL\ufeff\ufeff CRACKERS NOT YOUR PPL GUNS UP!\n\n\n\n\n\n""",PrivateTest
1376,0,20120528000930Z,"""if i white girl came up to he and sad i love black guys can i touch your dick? ima say fuck it touch it and tell a MF friend""",PrivateTest
1377,1,20120529025103Z,"""You show your stupidity and ignorance each and every day.""",PrivateTest
